Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2018/11/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"Macao SAR, China",MAC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00999999,2.200000048,2.099999905,2.5,3.599999905,4.199999809,3.200000048,4.599999905,6.300000191,6.800000191,6.400000095,6.300000191,6,4.900000095,4.099999905,3.799999952,3.200000048,3,3.579999924,2.839999914,2.559999943,1.970000029,1.820000052,1.700000048,1.809999943,1.899999976,2
St. Martin (French part),MAF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.69999981,13.89999962,16.29999924,15.80000019,16.97999954,15.68000031,15.68999958,,22.86000061,17.76000023,16.67000008,19.12000084,14.05739975,13.68229961,12.7027998,11.71020031,12.04730034,11.23219967,11.21000004,9.36989975,9.533699989,9.362299919,8.958100319,9.087400436,8.846899986,9.042499542,9.211299896,9.699899673,9.455300331,9.297300339,
Monaco,MCO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.599999905,,,,,,,,,,,,,,,,6.329999924,
Moldova,MDA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.720000029,0.699999988,1.100000024,1,1.5,1.5,1.899999976,,,,,,,,,,,6.397699833,7.446400166,6.682199955,5.577799797,5.104300022,3.856400013,3.694200039,4.184999943,4.097599983
Madagascar,MDG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.800000191,5.349999905,,4.46999979,,2.359999895,,,,,4.28000021,,0.59859997,,,1.799999952,,
Maldives,MDV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.790000021,,,,,1.970000029,,,,,,,,,,,,,,5.210000038,,6.119900227,
Middle East & North Africa,MEA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.69584109,,,,,,,,,,,,,,11.64725567,10.67553816,9.890895745,9.286961309,9.451243515,10.67417811,10.90074165,11.03483404,10.51602401,10.39769437,10.51426659,10.07458086,
Mexico,MEX,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.830000043,,,3.046999931,3.095999956,3.213999987,4.248000145,6.888000011,5.25,4.054999828,3.572999954,2.487999916,2.562999964,2.538000107,2.86500001,2.963999987,3.661000013,3.557899952,3.565999985,3.627599955,3.87409997,5.356400013,5.303299904,5.169799805,4.887000084,4.913899899,4.809400082,4.312699795,3.858999968,3.41960001
Marshall Islands,MHL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,9.729999542,,,,,,,,12.47000027,,,,,,,,,,,30.90999985,,,,,,25.37000084,,,,,,4.739999771,,,,,,
Middle income,MIC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.461620663,,,,,,4.391133788,,,,,,,,,,5.69280821,,4.603004968,,,,,
"Macedonia, FYR",MKD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,22,20.89999962,21.10000038,21.60000038,21.70000076,21.5,21.39999962,22.60000038,23.60000038,24.5,26.29999924,27.70000076,30,35.59999847,38.79999924,,,,,30.52000046,31.94000053,36.68999863,37.16130066,37.24990082,36.02539825,34.93450165,33.76129913,32.1794014,32.0196991,31.37750053,31.01639938,28.99609947,28.03030014,26.06839943,23.72439957,22.38120079
Mali,MLI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.75,,,11.71000004,,,8.069999695,6.900000095,,7.300000191,,7.729199886,9.729999542,
Malta,MLT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,8.5,,8.100000381,6.800000191,4.400000095,4,3.700000048,3.900000095,3.599999905,4,4.5,4.099999905,3.700000048,4.400000095,5,5.099999905,5.300000191,,,,,,,,,5.97660017,6.888800144,6.847400188,6.378099918,6.307899952,6.386300087,5.804100037,5.39109993,,4.567200184
Myanmar,MMR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,0.765900016,,1.551100016
Middle East & North Africa (excluding high income),MNA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.72225231,,,,,,,,,,,,,,12.53302687,11.17513637,10.49199776,10.37514393,10.44467661,11.06383364,11.97761461,12.0102122,11.59246811,11.62643544,11.9547758,12.01884663,
Montenegro,MNE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.30999947,,19.39999962,,,19.64870071,,19.99399948,19.49550056,17.99650002,,,16.07110023
Mongolia,MNG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,,,,,,6.199999809,6.800000191,,,,7.199999809,5.564799786,5.859899998,6.549399853,4.769299984,3.904900074,4.231200218,4.798099995,4.86070013,7.235099792,6.359399796
Northern Mariana Islands,MNP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,11.75,,,,,,,,,,,,,,,,3.829999924,,,4.570000172,,8.220000267,,,,,11.17000008,,,,,,,
Mozambique,MOZ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.700000048,,,,,,,,,,,,,,,,,,3.426399946,,
Mauritania,MRT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,14.14000034,,,,,,,,,,,25.79999924,,,,,,,,,,,,19.10000038,,,,,,,,,,,,9.864500046,,,,,
Mauritius,MUS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.160000086,3.710000038,4.210000038,,5.800000191,6.599999905,6.900000095,7.699999809,8.479999542,,,,8.337400436,9.523799896,9.040200233,8.475299835,,7.257100105,7.653900146,,7.472300053,7.322299957,7.467299938,7.409599781,6.813499928,6.752200127
Malawi,MWI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,5.400000095,,,,,,,,,,,,,,,,,,,,,7.800000191,7.800000191,,,,,,,,5.946499825,,,,
Malaysia,MYS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,3.400000095,3.799999952,5.840000153,6.920000076,8.289999962,7.329999924,7.260000229,5.730000019,4.5,,3.710000038,4.110000134,,3.150000095,2.519999981,2.450000048,3.200000048,3.430000067,3,3.529999971,3.480000019,3.609999895,3.539999962,3.529999971,3.308700085,3.313899994,3.339600086,3.618299961,3.319700003,3.085700035,3.038000107,3.141299963,2.889499903,3.099999905,3.440000057,3.407700062
North America,NAC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.861110151,6.800000191,7.875447604,7.352595876,6.547113335,6.031635567,5.451099873,5.405501588,4.883630653,4.553250332,4.274538297,4.731299877,5.975832388,6.153939977,5.702163046,5.258349125,4.799854936,4.770976799,5.821513808,9.157396729,9.463765018,8.949199677,7.985098085,7.341978951,6.249072452,5.457748913,5.101475359,4.572474794
Namibia,NAM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.13999939,,,19.39999962,,,24.45000076,,,20.29999924,,,,22.09000015,,,,37.59999847,,22.10000038,,16.77079964,19.02809906,18.52070045,,23.35180092,
New Caledonia,NCL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.63999939,,,,,,,,16.30999947,,,,,13.97000027,,,,,14.59000015,,,
Niger,NER,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.090000153,,,,,,1.470000029,,,,3.099999905,,2.400000095,,,,0.319299996,,,,,,
Nigeria,NGA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,3.940000057,,,,,,,,,,,,,,,,,,,,,,,,21.10000038,23.89999962,,3.703299999,4.562300205,4.31099987,7.059899807,
Nicaragua,NIC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,3.200000048,4.699999809,5.800000191,6,8.659999847,11.30000019,14.44999981,14.39999962,,,16.61000061,15.61999989,13.19999981,13.81999969,11.42000008,10.25,6.449999809,12.19999981,7.599999905,6.409999847,5.369999886,5.309999943,4.889999866,,8.159999847,7.829999924,,5.207699776,5.28000021,4.519499779,,,
Netherlands,NLD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,1.399999976,1.100000024,1.600000024,2.799999952,2.799999952,3.5,,5.300000191,,5.099999905,,4.599999905,,9.699999809,,14.10000038,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.415800095,6.872000217,,4.838600159
Norway,NOR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,1,0.800000012,0.800000012,,,,,,,,,1.299999952,1.700000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.102900028,3.521399975,3.214900017,3.122800112,3.423099995,3.483799934,4.295899868,4.678899765,4.162099838
Nepal,NPL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,1.850000024,,,,,,,,,1.335500002,,,,,3.299999952,3,,,
Nauru,NRU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.76000023,,,,,,,,,22.95999908,,,,,,
New Zealand,NZL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,0.300000012,0.5,0.200000003,0.100000001,0.400000006,0.400000006,0.600000024,1.799999952,2,2.900000095,3.599999905,3.900000095,5.699999809,5,4,,,,,7.981999874,10.61400032,10.66699982,9.803999901,8.354000092,6.460999966,6.289999962,6.856999874,7.717999935,7.022999763,6.130000114,5.433000088,5.282000065,4.750800133,4.005000114,3.806999922,3.857000113,3.661000013,4.166999817,6.120999813,6.55700016,6.491000175,6.931000233,6.264999866,5.751999855,5.365200043,5.099999905,4.702000141
OECD members,OED,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.778725071,,5.506843507,6.163665993,6.162065553,6.018137077,5.736031618,5.237935415,5.119626969,5.625953771,8.151885823,8.378884546,8.015765926,7.964659597,7.90459462,7.345205721,6.75417188,6.318874258,5.751257831
Oman,OMN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.27000046,,,,,,,,,,,,4.141776562,,,,,,,,3.26593852,
Other small states,OSS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,2.089999914,2.150000095,2,1.669999957,1.700000048,1.899999976,1.899999976,4.179999828,4.119999886,4.010000229,3.819999933,3.819999933,4.300000191,4.159999847,3.970000029,3.970000029,3.049999952,2.160000086,2.029999971,1.970000029,5.849999905,5.179999828,4.28000021,4.260000229,5.03000021,4.789999962,5.809999943,5.699999809,5.349999905,7.159999847,6.880000114,7.829999924,7.489999771,7.400000095,7.050000191,0.582099974,0.397700012,0.423099995,0.535000026,0.652899981,0.796000004,,2.953700066,1.826799989,3.565900087,,
Panama,PAN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,7.099999905,7.599999905,6.789999962,6.989999771,5.800000191,6.409999847,6.670000076,8.729999542,8.06000042,8.779999733,,,,9.710000038,10.07999992,12.34000015,10.52999973,11.84000015,16.32999992,16.30999947,11.60000038,16.12000084,14.67000008,13.26000023,14,14.01000023,,13.36999989,14.02000046,11.75,,,,,,,,6.78000021,,6.559999943,3.713000059,2.311199903,2.390599966,2.300499916,2.722800016,3.00180006,3.314599991,3.899800062
Peru,PER,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,5.900000095,4.840000153,4.570000172,4.400000095,4.230000019,4,4.920000076,5.199999809,5.820000172,6.5,7.119999886,6.96999979,6.769999981,6.980000019,9.199999809,10.5,11.78999996,,3.630000114,,7.920000076,8.600000381,5.800000191,9.399999619,,,,7.070000172,7.690000057,7.75,7.989999771,,7.880000114,,,,,,,,,,,,,,,,
Philippines,PHL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,6.699999809,,5.28000021,5.360000134,4.769999981,3.210000038,3.829999924,4.800000191,4.46999979,4,3.5,4.75,5.360000134,5.5,4.889999866,7.03000021,6.070000172,6.429999828,9.100000381,8.340000153,8.420000076,,10.59850025,9.866100311,9.288900375,9.483300209,9.526100159,8.563799858,8.777199745,10.25399971,9.808699608,11.18929958,3.698199987,11.51000023,3.527299881,3.553499937,3.795200109,4.052299976,3.434200048,3.719899893,3.858099937,3.605099916,3.592200041,3.504199982,3.49729991,3.599900007,,2.707799911,2.551800013
Palau,PLW,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.760000229,,,,,7.03000021,,,,,3.300100088,,,,,4.179999828,,,,,,,,,,,,
Papua New Guinea,PNG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.699999809,,,,,,,,,,2.920000076,,,,,,,,,,2.001699924,2.619999886,,,,,,
Poland,POL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,11.80000019,,,,,,,,,,,,,,,,,,8.166799545,9.637200356,9.631699562,10.08769989,10.32590008,8.989800453,7.500999928,6.16079998,4.88740015
Pre-demographic dividend,PRE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,11.52000046,11.82999992,11.60999966,13.13000011,,,,,,17.10000038,,,,,,,,,14.60000038,,,,,14.60000038,,,,,,,11.39999962,,,,,,,,,,,,14.30000019,13.89999962,,11.80000019,10.80000019
"Korea, Dem. People’s Rep.",PRK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,1.769999981,4.5,6.400000095,,7.889999866,7.940000057,,,,7.300000191,,8.180000305,8.698200226,7.376699924,6.010499954,5.130099773,4.64440012,,,,6.713099957,7.063700199,7.297699928,6.571199894,4.652400017,4.578000069,3.809400082,,4.496600151,6.131599903,6.316599846,7.581699848,7.647399902,7.963699818,7.551700115,9.431900024,10.76990032,12.67720032,15.52680016,16.1833992,13.89410019,12.44439983,11.06620026,8.866999626
Paraguay,PRY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,5.690000057,4.110000134,,5.610000134,8.25,7.329999924,5.130000114,6.099999905,5.510000229,4.71999979,5.619999886,5.800000191,5.099999905,4.980000019,5.059999943,4.409999847,3.400000095,8.149999619,5.360000134,,9.399999619,7.610000134,,,6.813899994,6.513199806,4.824699879,5.276500225,4.713300228,4.415200233,5.460199833,,,,,,,,4.614600182
West Bank and Gaza,PSE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.38140011,23.53000069,20.10000038,14.35000038,11.84000015,13.53409958,25.29809952,31.22220039,25.48049927,26.78580093,23.51549911,23.74080086,21.71839905,26.61249924,24.54829979,23.73419952,20.93639946,22.97290039,23.39679909,26.94610023,25.82080078,26.88999939,27.44409943
Pacific island small states,PSS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.975942751,,,,,,,,
Post-demographic dividend,PST,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.979081961,5.462645787,,6.081408041,6.123589466,5.764374127,5.466674616,5.186643263,4.9547103,5.438107694,8.079845034,8.374806176,8.005814428,8.048056767,7.940697339,7.374461432,6.844111843,6.442784503,5.857714709
French Polynesia,PYF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.699999809,,,,,,,,12.89999962,,,,,,11.71000004,,,,,11.73999977,,,,,21.79000092,,,,,
Qatar,QAT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.349999905,,,,3.910000086,,,1.480000019,,0.870000005,0.519999981,0.310000002,0.310000002,0.449999988,0.560000002,0.479999989,0.278200001,0.230399996,0.159999996,0.140000001,0.135800004
Romania,ROU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,10.39999962,,,,,,,,,,,,,,,,6.85890007,6.959199905,7.177400112,6.793700218,7.096000195,6.802100182,6.811800003,5.901400089,4.92689991
Russian Federation,RUS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.079999998,,,,,,,,13.03600025,,,,,,,,,,8.300999641,7.368800163,6.53550005,5.436299801,5.457699776,5.160099983,5.570899963,5.55880022,5.212299824
Rwanda,RWA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.300000012,,,,,0.560000002,,,,,,0.889999986,,,,,,,,,,3.440000057,,1.16929996,,,17.35740089
South Asia,SAS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.922826283,,,,,,3.22374362,,,,,,,,,,,,2.691745094,,,,,
Saudi Arabia,SAU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.199999809,,,,,,,4.345799923,4.570000172,4.617599964,5.264699936,5.562600136,5.822000027,6.050899982,6.254300117,5.733500004,5.085000038,5.37680006,,5.769999981,5.621799946,5.570000172,5.876699924,5.590000153,5.650000095,5.889999866
Sudan,SDN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,19.39999962,,,,,13.19999981,,12.10000038,13.10999966,,,,,,,,,,,,,,,,,,,,,,14.80000019,13,,,,,,,,
Senegal,SEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.650000095,,,,10.02999973,,,,,10.35999966,,,,6.971899986,,
Singapore,SGP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,6.059999943,4.800000191,4.699999809,4.510000229,3.970000029,4.550000191,4.480000019,3.930000067,2.25999999,2.119999886,1.799999952,1.649999976,1.5,1.690000057,2.690000057,4.269999981,6.840000153,5,3.549999952,2.349999905,,2.180000067,3.089999914,3.069999933,3.029999971,3.299999952,3.569999933,2.5,3.410000086,4.849999905,,2.774100065,3.704699993,4.196000099,4.400000095,3.400000095,2.900000095,2.900000095,2.799999952,4.099999905,2.072299957,1.871099949,1.785300016,1.707999945,1.686800003,1.692600012,1.802600026,1.898900032
Solomon Islands,SLB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.019999981,,,,,,,,
Sierra Leone,SLE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.420000076,,,,,,,,,,4.677999973,,,
El Salvador,SLV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,3.730000019,6.789999962,13.34000015,,,,,16.95000076,8.630000114,,9.369999886,8.350000381,9.960000038,7.53000021,,9.93999958,7.679999828,7.650000095,7.679999828,7.980000019,7.099999905,6.679999828,6.960000038,6.960000038,5.730000019,6.260000229,6.050000191,7.21999979,,,5.880000114,7.329999924,4.893199921,4.30189991,3.846299887,3.692600012,4.163099766,3.999900103,4.418300152,4.385000229
San Marino,SMR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,4.800000191,5.800000191,,,,7.199999809,6.900000095,6.900000095,6.199999809,6,5.300000191,5.5,4.300000191,4.199999809,5.099999905,3.900000095,3.900000095,5.099999905,4.400000095,4.099999905,3,2.799999952,,2.88470006,3.056900024,,2.109999895,1.629999995,,,4.019999981,4.369999886,5.059999943,5.188000202,6.07889986,6.613500118,7.380000114,6.449999809,
Somalia,SOM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,20.85000038,20.85000038,18.05999947,13.70479965,16.14220047,19.21759987,22.96619987,23.99990082,22.15369987,19.22340012,17.92090034,15.25739956,13.47700024
Sub-Saharan Africa (excluding high income),SSA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.14999962,,,,,,,,,
Sub-Saharan Africa,SSF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small states,SST,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,0.610000014,0.569999993,0.699999988,0.560000002,0.479999989,0.340000004,,,,,,,3.660000086,,,,,,,,,,15.72999954,17.62999916,16.36000061,16.12000084,16.46999931,16.64999962,,,,,,13.59000015,,,,,
Suriname,SUR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.53000069,,15.51000023,15.64999962,,17.28000069,15.64000034,12.63000011,8.390000343,10.88000011,10.56000042,10.63000011,13.60000038,,,,,9.489999771,,,,,,,7.539999962,8.100000381,6.599999905,6.940000057,7.21999979,,
Slovak Republic,SVK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.599999905,11.39999962,,,,,,,,,,,,,,,,,12.02540016,14.37940025,13.61740017,13.96329975,14.22049999,13.18410015,11.48079967,9.670200348,8.130999565
